años_experiencia,experiencia,modalidad,formación_académica,sector,tipo_de_empleo,beneficios,Ciudad,Salario_medio,Rango_Salarial,Titulo_Habilidades
,senior,,Ninguna,Servicios,,,Madrid,,,"Director de Operaciones - Hospitality Premium gestión financiera, control de costes, rentabilidad, liderazgo, comunicación, relaciones con stakeholders, experiencia en F&B de alto nivel, hoteles boutique, clubes privados, lifestyle premium"
1.0,junior,Presencial,Ninguna,Tecnología y telecomunicaciones,Jornada completa,,Madrid,,,"IT Onsite Technician Análisis de datos, gestión del tiempo, habilidades de comunicación, resolución de problemas, pensamiento analítico, experiencia en instalación y solución de problemas de sistemas operativos, aplicaciones y hardware"
5.0,senior,,Ninguna,Construcción,Jornada completa,,Madrid,19200.0,15.000-22.000,"Albañil Oficial de 1ª Interpretación de planos, curso 20h PRL, conocimientos en construcción, trabajo en equipo, habilidades de conducción"
,,Presencial,Ninguna,Servicios,Jornada completa,,Madrid,,,"Call Center Agent – Inbound Calls Proven experience as a teleoperator or in customer service, Fluency in German and English, Excellent communication and interpersonal skills, Ability to work effectively in a team environment"
0.0,intern,Presencial,Ninguna,Comercio minorista y comercio,Media jornada,,Madrid,6732.0,<15.000,Promotor/a sector descanso CON DISCAPACIDAD/ IPT - Rivas Vaciamadrid venta y promoción de productos del sector descanso
1.0,junior,Presencial,Ninguna,"Salud, Farmacia y Tecnología Médica",Jornada completa,,Madrid,504000.0,>100.000,"Social Care Worker Person-centred care, keyworking, safeguarding practices, risk assessments, HIQA policies, Children’s First guidelines, teamwork, communication, advocacy"
0.0,intern,,Grado Universitario,Servicios,Prácticas,,Madrid,,,"8th BCG Spain Women's Boot Camp resolución de problemas, trabajo en equipo, liderazgo, comunicación, habilidades de networking"
5.0,senior,Hibrido,Grado Universitario,Servicios,Jornada completa,,Madrid,,,"Strategic Sourcing Manager Negociación, análisis de datos, gestión de proveedores, habilidades de comunicación, gestión de stakeholders, fluidez en inglés y francés"
2.0,junior,,FP Superior,Servicios,Temporal,,Madrid,,,"Cocinero/a Hospital. Ref. SCCNR Preparación de platos, gestión de ingredientes, higiene y sanidad en cocina, coordinación con equipo, supervisión de calidad, presentación de platos, colaboración con personal de sala"
0.0,intern,Presencial,Grado Universitario,Servicios,Jornada completa,,Madrid,20450.0,15.000-22.000,"TELEOPERADOR COMERCIAL – Captación Clientes Salud Habilidades de comunicación, negociación, escucha activa, orientación a resultados, atención al cliente"
1.0,junior,,FP Medio,Comercio minorista y comercio,Jornada completa,,Madrid,,,"Gerente de Tienda Madrid Orientación a personas, colaborador, flexibilidad, trabajo en equipo, alta capacidad de organización, planificación y liderazgo"
1.0,junior,,FP Superior,Servicios,Temporal,,Madrid,,,"Cocinero/a Cocina Central Ref. SCCNR Organización, dirección, coordinación, formación de equipos, supervisión, elaboración de menús, buenas prácticas en cocina, trabajo en equipo"
,,Hibrido,Ninguna,Tecnología y telecomunicaciones,Jornada completa,,Madrid,,,"JAVA Developer Apache Kafka, sistemas distribuidos, procesamiento de eventos, Java, Scala, Python, testing, control de versiones, CI/CD, inglés B2"
2.0,junior,,Ninguna,Servicios,Jornada completa,,Madrid,,,"Gestión Sport Bar Alcalá Henares gestión de negocios, liderazgo de equipos, atención al cliente, conocimientos en hostelería, restauración o salas de juego"
0.0,intern,Presencial,Ninguna,Deportes y recreación,Media jornada,,Madrid,8600.0,<15.000,"Operario/a manipulación neumáticos media jornada DISCAPACIDAD Recepción de devoluciones, revisión de neumáticos, registros de devoluciones, manejo de carretilla elevadora"
,,,Ninguna,Deportes y recreación,,,Madrid,,,"Forklift Driver Experiencia en Logística, experiencia en conducción de transpaletas, licencia de transpaletas"
5.0,senior,Hibrido,Grado Universitario,Tecnología y telecomunicaciones,Jornada completa,,Madrid,,,"EMEA Pricing Manager Análisis de datos, Excel, Power BI, SAP, CRM (Salesforce), habilidades de comunicación, trabajo en equipo, análisis financiero, estrategia de precios, investigación de mercado"
2.0,junior,Presencial,Grado Universitario,Comercio electrónico,Jornada completa,,Madrid,,,"Comercial Técnico Maquinaria Industrial – Madrid Comunicación, negociación, trabajo en equipo, asesoramiento técnico, prospección de clientes, gestión de cartera, elaboración de ofertas, seguimiento de objetivos, coordinación con áreas técnicas"
,,,Ninguna,Transporte y Logística,,,Madrid,,,"Técnico de camiones Valdemoro Diagnóstico de vehículos, mantenimiento y reparación de camiones, inspecciones técnicas, asesoramiento técnico, trabajo en equipo, solución de problemas eléctricos, instalación de accesorios, conocimientos actualizados en el sector"
0.0,intern,Presencial,Ninguna,Servicios,Temporal,,Madrid,18000.0,15.000-22.000,"Operario de Almacén CON DISCAPACIDAD – Mejorada del Campo Ganas de aprender y desarrollarse, actitud positiva, trabajo en equipo, flexibilidad, movimientos repetitivos, carnet de conducir B, carnet de carretillero"
,,Presencial,Ninguna,Servicios,Jornada completa,,Madrid,,,"OPERARIO DE LAVANDERÍA CON DISCAPACIDAD BOADILLA DEL MONTE Actitud positiva, trabajo en equipo, flexibilidad, manejo de pantallas táctiles, fisioterapia"
4.0,senior,,Grado Universitario,"Salud, Farmacia y Tecnología Médica",Jornada completa,,Madrid,,,"ENFERMERO/A DIABETES Formación de pacientes, seguimiento de pacientes, actualización de registros, colaboración en desarrollo de servicios, educación diabetológica, seguimiento de evolución, triaje, gestión de alertas, aplicación de protocolos, verificación de cumplimiento"
,,Presencial,Ninguna,Deportes y recreación,Temporal,,Madrid,20500.0,15.000-22.000,"OPERADOR LOGÍSTICO CON DICAPACIDAD O INCAPACIDAD - MERCAMADRID - ILUNION Carnet de manipulador de alimentos, Carnet de Carretillas en Vigor, Trabajo en equipo, Manejo de mercancías, Trabajo en turnos"
1.0,junior,Presencial,Ninguna,Transporte y Logística,Jornada completa,,Madrid,,,"Conductor/a Camión Tipo C Conducción de vehículos industriales, experiencia en entornos logísticos, conocimiento de aeropuertos, manejo de tacógrafo digital, habilidades de trabajo en equipo"
0.0,intern,Presencial,Ninguna,Servicios,Media jornada,,Madrid,7373.16,<15.000,"Personal de limpieza PEON ESPECIALISTA con DISCAPACIDAD · San Sebastián de los Reyes, Madrid limpieza de instalaciones, limpieza en general, manejo de rotativa, cristalero/a profesional, manejo de raqueta y mojador, bipedestación, movimientos repetitivos, plena autonomía"
0.0,intern,Presencial,Ninguna,Productos químicos y recursos,Temporal,,Madrid,16500.0,15.000-22.000,"OPERARIO H/M/D CON DISCAPACIDAD O INCAPACIDAD - RIVAS ILUNION SERVICIOS INDUSTRIALES Control de calidad, embalado de producto, retráctilado y embolsado de producto, deambulación continua, posibilidad de coger peso hasta 15 kilos, turnos rotativos semanales, trabajo en equipo, atención a la calidad"
4.0,intern,Remoto,Grado Universitario,Servicios,Prácticas,,Madrid,,,"Senior Analyst - BCG Vantage, Marketing, Sales & Pricing Aplicación de conocimientos en ventas y estrategia de mercado, trabajo colaborativo en entornos virtuales, comunicación efectiva con stakeholders senior, habilidades analíticas y creativas, experiencia en herramientas de análisis de datos y visualización, liderazgo y habilidades de planificación, conocimiento en Microsoft PowerPoint y Excel, experiencia en casos de uso de IA y soluciones escalables"
2.0,junior,,Grado Universitario,Transporte y Logística,,,Madrid,,,"TÉCNICO/A CONTROL DE GESTION H/M SAP, Excel, Power BI"
3.0,senior,Presencial,Grado Universitario,Tecnología y telecomunicaciones,Jornada completa,,Madrid,,,"Ingeniero de Datos Senior bases de datos SQL, herramientas ETL (DBT, Powercenter, Talend, Data Factory), creación de modelado de datos, consultoría, entornos ágiles, Pyspark, Scala, Python, Snowflake, plataformas de data warehousing, inglés intermedio-alto, trabajo en equipo, habilidades comunicativas, orientación a negocio"
0.0,intern,,Grado Universitario,Energía y medio ambiente,Prácticas,,Madrid,,,"Puestos vacantes: Beca Automatización Procesos de Atención Proyectos de Inteligencia Artificial Generativa, diseño de Prompts, modelos LLM, STT, STS, Quicksight, modelos de información y Cuadros de Mando"
1.0,junior,Presencial,Ninguna,Transporte y Logística,Temporal,,Madrid,16500.0,15.000-22.000,"CARRETILLERO CON DISCAPACIDAD O INCAPACIDAD - ARGANDA DEL REY - ILUNION SERVICIOS INDUSTRIAL Manejo de carretillas, Carnet de Carretillas en Vigor"
1.0,junior,Presencial,Grado Universitario,Energía y medio ambiente,Jornada completa,,Madrid,,,Técnico/a de Operación - Centro de Operación de Red Conocimiento y uso de sistemas SCADA
2.0,junior,,Grado Universitario,Comercio minorista y comercio,Jornada completa,,Madrid,,,"Area Manager Madrid Sur y Castilla La Mancha Selección de personal, contratación, formación y desarrollo del equipo, gestión de ventas, implementación de nuevos procedimientos, productos y promociones, optimización de disponibilidad de productos, gestión de tiendas, liderazgo, orientación a personas, iniciativa, proactividad, orientación al logro, conocimiento de idiomas (alemán y/o inglés), permiso de conducir"
0.0,intern,,Grado Universitario,Energía y medio ambiente,Prácticas,,Madrid,,,"Beca Transporte Marítimo Conocimientos técnicos en plantas de energía y propulsión, proyectos de descarbonización, capacidad analítica, organización, autonomía, trabajo en equipo, inglés, manejo de herramientas digitales, habilidades de comunicación"
0.0,intern,,Grado Universitario,Energía y medio ambiente,Prácticas,,Madrid,,,"Beca Automatización Procesos de Atención Proyectos de Inteligencia Artificial Generativa, diseño de Prompts, modelos LLM, STT, STS, Quicksight, modelos de información y Cuadros de Mando"
3.0,junior,,Ninguna,Comercio electrónico,Jornada completa,,Madrid,,,"Técnico/a Comercial – Empresa fabricante venta B2B, comunicación oral y escrita, orientación al cliente, dotes organizativos, trabajo en equipo, iniciativa para solucionar problemas, conocimiento de inglés, carnet de conducir B"
0.0,intern,Presencial,FP Superior,Transporte y Logística,Jornada completa,,Madrid,27600.0,22.000-30.000,"Técnico/a Electromecánico/a – Mantenimiento Ferroviario Diagnóstico y reparación de averías eléctricas y mecánicas, mantenimiento preventivo y correctivo de unidades ferroviarias, revisión de sistemas eléctricos, neumáticos, hidráulicos y de refrigeración, conocimientos en gases fluorados y sistemas de climatización"
,,Presencial,Grado Universitario,Energía y medio ambiente,Prácticas,,Madrid,,,"Beca Marketing PYMES Análisis de mercado, conceptualización de productos, definición de nuevos productos energéticos, generación de acciones de comunicación, seguimiento comercial, inglés C1"
0.0,intern,Presencial,Grado Universitario,Energía y medio ambiente,Prácticas,,Madrid,,,"Beca en Mercados de Electricidad y Estudios Técnicos de Red Power BI, consultas SQL, Python"
,senior,Hibrido,Grado Universitario,Tecnología y telecomunicaciones,Prácticas,"Paquete de compensación competitivo, presupuesto para desarrollo personal, días de aprendizaje pagados, acceso a recursos de e-learning, flexibilidad laboral, presupuesto para oficina en casa, opciones para trabajar desde el hogar y el extranjero, plan de vacaciones competitivo, día adicional de vacaciones por cumpleaños, eventos anuales como Hackathon y DevDays, cultura global inclusiva",Madrid,,,"Staff Software Engineer Java, diseño de software, arquitectura de sistemas, análisis de datos, desarrollo en la nube, trabajo en equipo, comunicación verbal y escrita en inglés"
0.0,intern,Presencial,Grado Universitario,Energía y medio ambiente,Prácticas,,Madrid,,,"Puestos vacantes: Beca Transporte Marítimo Capacidad analítica, de organización y autonomía, trabajo en equipo, conocimientos técnicos en plantas de energía y propulsión, proyectos de descarbonización, manejo de herramientas digitales, habilidades de comunicación, buen nivel de inglés"
0.0,intern,Presencial,Grado Universitario,Energía y medio ambiente,Prácticas,,Madrid,,,"Puestos vacantes: Beca en Mercados de Electricidad y Estudios Técnicos de Red Power BI, consultas SQL, Python"
0.0,intern,,Grado Universitario,Energía y medio ambiente,Prácticas,,Madrid,,,"Prácticas en Análisis y Tratamiento de datos Big Data, Power BI, SQL"
0.0,intern,Presencial,Grado Universitario,Energía y medio ambiente,Jornada completa,,Madrid,,,"Especialista en Regulación Data Analytics, tratamiento de datos, análisis estadístico (Stata, Python, R), Excel avanzado, Power Point avanzado, idiomas (Español, Inglés C1, Portugués valorado)"
1.0,junior,,Grado Universitario,Tecnología y telecomunicaciones,,,Madrid,,,"QA Engineer - Manual Testing Pruebas manuales, escritura de casos de prueba, reporte de errores, scripts automatizados, análisis de fallos, diseño y mantenimiento de casos de prueba"
5.0,senior,,Grado Universitario,Tecnología y telecomunicaciones,,,Madrid,,,"Expert Consultant, Procurement, Operations, Spain consulting, problem solving, strategic thinking, numerical skills, procurement transformation, category-driven value creation, procurement innovation, communication, teamwork, leadership"
